s1_id,other_id,other_source,s1_name,other_name,s1_address,other_address,s1_country,other_country,label
S1-97781579,S2-344939465,S2,Kerala (India) Agro Limited,South Sshwoek  Developers Traders Limited,"Tf-307, Lilamani Corporate Heights, Ramapirno Tekro Near Brts Bus Stop, Vadaj, Ahmedabad, Gujarat","H-26, SECOND FLOOR, GALI NO-1 JHARKHANDI ROAD BHOLA NATH NAGAR, DELHI, Delhi",India,India,0
S1-157700798,S3-454048450,S3,Warangal Coir Pvt Ltd,Song Private Limited Service,"C/O House No 4-169 Danthalpalli, Warangal, Warangal Urban, Telangana","511, 15Th Cross Sector 4, Hsr Layout Bangalore, Bangalore, KA",India,India,0
S1-842791607,S3-983973970,S3,New Trust,Services Roar Farmers Private,"House No-04, Vill-Pinijour, Near Sbi Bank, Jehanabad, Bihar","Unit 206, 207, 208 Ceejay House, Shivsagar Estate, Dr. Annie Besant Road, Mumbai, Bombay, MH",India,India,0
S1-606533779,S2-403411207,S2,"Mavra H. Gentner, M.D., DDS PC",Trusted Nutrition Associates  Inc,"270 Illinois Avenue, Southold, NY","6908 WESTDOW AVE, CHARLOTTE, NC",US,US,0
S1-84447869,S3-309372607,S3,"Brighteus Hospitality, Inc",silver telecom advisors,"11726 Canyon Drop Drive, Tomball, TX","216 Newpoct Landing Place, Round Rock, Texas",US,US,0
S1-307293679,S2-512991170,S2,Karwoski's Properties,Karwoski's  Properties Inc,"141 Park Lane, Waterloo, IA","139 PARK LN, WATERLOO TOWNSHIP, IA",US,US,1
S1-724535077,S2-998329642,S2,Clyio Greenfire LLC,VEGA INC. - 8507572718,"MA, Springfield, 85 Manor Court","2204 AMHERST AVE, COLUMBUS, OH",US,US,0
S1-716698847,S2-616880446,S2,Beasley Internal Medicine Grand Specialists LLC,@ Care 5 All-L.L.C.,"TX, 1039 Mercury Heights Drive, Beasley","25 CONCORD ST, HOLLISTON, MA",US,US,0
S1-357798881,S3-496386246,S3,Optnet Texas LLC,Interfaith Society Co,"406 1st Street, Cecil Township, PA","8104-C Evansville Brooklyn Rd, Evansville, Wisconsin",US,US,0
S1-809509138,S2-556200348,S2,Best Power,AGS TRADERS PRIVATE LIMITED,"C/O Thakchand Atmaram Mungusmare H. N. 96 Ashti Bhandara, Bhandara, Maharashtra","SF NO.278-1B1-, THANDALAM, MANIMEDU SERVICE ROAD, KOVUR, SRIPERUMBUDUR, Tamil Nadu",India,India,0
S1-814667807,S3-651343641,S3,Red Nails,Anselma's LLC,"1312 Huntington Way, Norman, OK","3200 Lake Ridge Drive, Big Lake, Minnesota",US,US,0
S1-107923917,S2-301190899,S2,Shiv Logistics Private Limited,Asa Vidyalaya,"E-121, Sadabahar Block, Shyam Nagar Vistar, Ajmer Road, Jaipur, Rajasthan","#56 HIGH LINK CITY, HIGH LINK CITY, INDORE, Madhya Pradesh",India,India,0
S1-161885317,S3-422011928,S3,Peridos Galaxyedge LLC,custom media solutions,"1200 Post Oak Lane, Paris, TX","Unit G, Charlotte, North Carolina, 7032 Wallace Road",US,US,0
S1-209287892,S2-165828415,S2,Hart Made of Babylon Inc,Vizcarra and Griisby Prime LLC,"119 Araca Road, Babylon, NY","1005 SABINO DR, GILBERT, AZ",US,US,0
S1-794404273,S3-531255200,S3,Pediatric Dentistry Clinic LLC,Pediatric Pediatric Dentistry Clinic LLC,"1870 Greene 223 Road, Delaplaine, AR","1870 Greene 223 Rd, Delaplaine, Arkansas",US,US,1
S1-691759982,S3-525964676,S3,Horizon Defense Digital Inc,Zaify,"1355 2120, TX, Canton","Lake Park Dr, Unit 104, Davidson, North Carolina",US,US,0
S1-35912800,S3-236030196,S3,Rubalcava Royal Engineering LLC,A Cure 2 You Partners Co,"MT, Hardin, 805 Crawford Avenue","547 Allen Saint, Lancaster, Ohio",US,US,0
S1-901544856,S3-703982854,S3,Dream Management Private Limited,Chennai Wfors Private Limited,"38-A/1 1St Floor Johri Farm Noor Nagar Ext. Nizamia Appartment Jamia Nagar, Okhla New Delhi, South Delhi, Delhi","Door No 30. / 8, Thiruvengadasamy Street, Saligramam, Chennai, TN",India,India,0
S1-142970491,S2-971270104,S2,Cole Energia LLC,Newport Aosset Building Initiative LLC,"1263 Wendy Lane, Unit 1, Cheyenne, WY","195 36RD ST, NEWPORT, OR",US,US,0
S1-178938812,S3-422144542,S3,Quantola California LLC,Blue Concepts Llc,"713 E Washington St, Louisville, KY","2000 Rnben Torres Sr Blvd, Brownville, Texas",US,US,0
S1-593271676,S3-749020597,S3,United Platinum Parts,United Platinum,"157 Montrose Drive, Durham, NC","Duhram, North Carolina, 157- Montrose Dr",US,US,1
S1-968147854,S3-613940690,S3,Dermatology Medicine Inc,Davue Inc Service,"234 360, Clearfield, UT","Cedar St, Hickman, Kentucky",US,US,0
S1-919293905,S2-655386851,S2,JW Yhn Inc,Golden Tavern L.L.C.,"302 Country Club Drive, New Bern, NC","927 SPINNAKER CT, CHESAPEAKE CITY, VA",US,US,0
S1-646905597,S2-980906715,S2,Gugnani Vigor Pvt. Ltd.,Jeevan Farmers Private Ltd,"E-3/58A, Sector 52, B-Block Near Sbi Bank, Noida, Gautam Buddha Nagar, Uttar Pradesh","H.NO 254 C-10A MANGOLPURI, INDUSTRIAL AREA, DELHI, Delhi",India,India,0
S1-579168010,S3-393323640,S3,Joey Driscoll Crystal Fortress Inc,Joey Driscoll Crystal,"2908 Lawnridge Court, Unit C, Columbia, MO","2908 Lawnridge Ct, Unit C, Columbia, Missouri",US,US,1
S1-993461240,S2-70385130,S2,Yahvi Memorial Trust,Adarsh Placement-Pvt-Ltd #21869,"C/O Vinod Kumar 1, Gram-Gudha Tikariya Mahob, Hamirpur, Mahoba, Uttar Pradesh","C/O NIKHIL CHANDRA, DEVENDRA NATH FARIHA ROAD, JASRANA, Uttar Pradesh",India,India,0
S1-409021324,S3-60833343,S3,Surgical Clinic LP,Aaron Molecular (Inc),"79 Lexington Court, Pleasant Hill, IA","6115 Wheless Cv, Austin, Texas",US,US,0
S1-274983339,S3-476720126,S3,Red Bike Shop,redbikeshop.com,"105 Lighthouse Hill Road, ME, Monhegan Island Plt","105 Lighthouse Hill Road, Monhegan Island Plantation, Maine",US,US,1
S1-491510840,S2-823933329,S2,Rocky Investments,"PETTIGREW, DARBY SERVICES","4450 Moddison Avenue, Sacramento, CA","115 ST CLAIR AVE, OAK HILL, WV",US,US,0
S1-562278344,S3-516932318,S3,Opttech Pacific Rice LLC,Birch Services,"150 Captain Michaels Road, Eastham, MA","411 Branch Street, Enfield Townsip, North Carolina",US,US,0
S1-345635455,S2-920102954,S2,"Trivett, Cape & Norcross Latin LLC",Audy Brsg Factory LLC,"6813 Risata Way, Elk Grove, CA","Bass Rd, ROCKWALL, TX",US,US,0
S1-177284754,S2-743686401,S2,Clyan Top LLC,owens rocky keen llc,"158 Oliver Lane, Elizabethtown, NC","#659 SECOND ST, BOSTON, MA",US,US,0
S1-113162962,S3-578034921,S3,Great Enterprises Private Limited,Dr Uday Charitable Trust (Industries),"Lucknow, Rooppr Khadra, Near Manshu Market Ke Bagal Wali Gali, 538B/4/150A, Uttar Pradesh","H.no 58 Ix, Ernakulam, KL",India,India,0
S1-602299382,S3-22448817,S3,Innovative (India) Vision Pvt Ltd,Lumsyntavo One f/k/a Tyagi Partnership (India) Pvt Ltd,"396, Bhavani Niwas, Ram Mandir Road, Madhla Pada Khar Danda, Khar West, Mumbai, Mumbai City, Maharashtra","Landmark House, Opp Aec, Near Gurudwara, Thaltej, Daskroi, Ahmedabad, Gujarat",India,India,0
S1-196587280,S3-452252678,S3,Gig Harbor Hunger Project Inc,Eye Spécialists LLC | www.eyespcia.com,"6311 111th Street, Gig Harbor, WA","4073 750, West Point, Utah",US,US,0
S1-875321876,S2-628111429,S2,Romney Rare Inc,DERMATOLOGY DERMATOLOGY FRESH PHYSICIANS CO,"1812 Chapman Court, Los Banos, CA","1936- SOUTH 28TH SAINT, LOUISVILLE, KY",US,US,0
S1-537973235,S2-415206210,S2,Brigade Care Private Limited,Brigade Care  Private,"No 320, 3Rd Floor, Bannur Main Road Sri Krishnanagar, Yaraganahalli, Mysore, Karnataka","321 , 3RD FLOOR, BANNUR MAIN ROAD SRI KRISHNANAGAR, YARAGANAHALLI, MYSORE, Karnataka",India,India,1
S1-509535281,S2-843806523,S2,Amit Consultancy,Lifezone Supplier Limited,"15 Surya Niketan, Delhi, East Delhi, Delhi","C/O SURENDRA KUAMR GUPTA RAMPRAKASH, GAUSHALA ROAD, HATHRAS, HATHRAS, Uttar Pradesh",India,India,0
S1-846117491,S2-162174019,S2,"Hernandez, Mazur & Nolan",VALLEY FOUNDATION,"305 Dewey Avenue, Unit 6, Normal, IL","1815 COUNTRY DR, GRAYSLAKE, IL",US,US,0
S1-233002206,S2-73673372,S2,Pioneer Aura Inc,Pioneer Aura,"2 Landrum Court, Unit APARTMENT 304, Parkville, MD","2 LANDRUM CT, PARKVILLE, MD",US,US,1
S1-28071041,S3-790388957,S3,Shikha Healthcare Private Limited,Great Investments Ltd,"Ws-34 Maya Puri Ph Ii, South West Delhi, Delhi, New Delhi",,India,India,0
S1-464259408,S2-429439204,S2,Starling Enterprises Private Limited,Brown Limited Services,"5&6 Fancy Lane 6Th Floor, Kolkata, Calcutta, West Bengal","H.NO 34 LOTUS HOSPITAL RAHUL NAGAR, THANDI SADAK MADYA, AZAMGARH, उत्तर प्रदेश",India,India,0
S1-287693198,S3-932888378,S3,"Integrated Commercial Solutions, LLC",Premier Logistics Collective Co,"1018 Shawnee Drive, Van Wert, OH","4620d Trophy Lane, Batavia, Ohio",US,US,0
S1-16701764,S3-178438745,S3,Alpha Gujarat Engineering Private Limited,lventerprises.com,"13, 1St Floor Ganj Bazar, Mansa, Gujarat","Door No 104, Shafcon Residency, Near Yenappoyya Medical College, Deralakatte, Mangalore, Dakshina Kannada, KA",India,India,0
S1-41164282,S2-56571854,S2,Conrad Associates Limited,ueprivate.com,"6Th Floor, Tower B, Primeco Union City, Plot No. 18, 19A & 19B, Sadaramangala Industrial Area, Itpl Main Road, Kadugodi, Gate, Pattandur Agrahara, Hosakote, Bangalore Rural, Karnataka","FLAT NO.101, CHITRAPRABHA, PLOT NO.1, GAT NO. 7506 CHAITANYA NAGAR, NR. KHWAJAMIYA, OPP. KA, NYA SCHOOL, JALGAON, BHUSAWAL, महाराष्ट्र",India,India,0
S1-966669928,S3-664890087,S3,Tarangini Developers Limited,Digital Infotech-Private Limited,"359, At Post Bangar Wadi Pulkoti, Tal Man, Satara, Maharashtra",,India,India,0
S1-25254306,S3-96464181,S3,Safe Consumer Dynamics Inc,Safe Consumer,"1800 Milton Road, Unit Ste 26, AZ, Flagstaff","Flagstaff, 1800d Milton Rd, Arizona, # Ste 26",US,US,1
S1-48209572,S2-919372941,S2,Urban Foundation Private Limited,Life &  Sons Pvt Ltd,"Tc 30/1601/1, Kalathil House, Thiruvananthapuram, Thiruvananthapuram, Trivandrum, Kerala","06/201, WORD NO.8, HOUSE NO.24, JAYANTINAGAR, JHARIGAON, NABARANGPUR, Orissa",India,India,0
S1-885966115,S3-675823096,S3,Casey Quasaredge,Dental-Care Associates,"4016 Mount Moran Road, Raleigh, NC","12- Baker Hill Road, Greatt NECK, New York",US,US,0
S1-327729888,S2-147574672,S2,"Halimeda Bass, L.C.S.W., P.C.",Memorial Committee,"31 Whittier Road, Ogden, NY","WI, 822 138TH SAINT, TOWN OF GARFIELD",US,US,0
S1-649111465,S3-550845436,S3,AW Services Pvt Ltd,Yumafaye,"Vanniamman Nagar, Karur, Tamil Nadu, Karur, 4/32F","Karur, Vanniamman Nagar, TN, 4/32F",India,India,1
S1-484322361,S2-719396533,S2,Wada Garments Private Limited,Wada Garments Private  Limited,"Block No. 132/P, Gandhi Nagar, Gujarat, Kalol, Rms - I, Dhanot Gham, Chhatral, Taluka-Kalol","BLOCK NO. 132/P , RMS - I, DHANOT GHAM, CHHATRAL, TALUKA-KALOL, KALOL, ગુજરાત",India,India,1
S1-300802665,S3-615556814,S3,Family Care Associates LLC,Value Equity  International,"AZ, 12198 Stagecoach Road, Mayer","1432 Holly, Helean CITY, Arkansas",US,US,0
S1-582460167,S3-815634031,S3,Tejaksh Solutions Ltd,Katyani Realhties Pvt. (Ltd.),"Ds-128, Gali No. 7, Bhola Nath Nagar Shahdara, New Delhi, East Delhi, Delhi","C/o. Rajeshwari Weavetex Llp At Jalida, Bamanbor-morbi Highway, Morbi, Jaipur, GJ",India,India,0
S1-944272747,S3-792547072,S3,Elite Babcock Center,Rosene's [Jewelers],"Nevada, IA, 26465 605th Ave","800 Lake Carolyn Pkwy, # 339, Irving, Texas",US,US,0
S1-71198146,S2-28256779,S2,Pioneer Marketing,Kishan & Co of-Kozhikode of-Kozhikode Limited,"No.3. 1St Lane, Nungambakkamhigh Road Madras-34 Tamil Nadu, Tamil Nadu","1-0/341, N H ROAD, CHUNGAM, KOZHIKODE, കേരളം",India,India,0
S1-880831721,S2-117650112,S2,Pittsburg Internal Medicine Health,Pediatric Dental Clínic,"4 Birch Lane, Pittsburg, KS","3349 COUNTY ROAD 280, BLYTHEVILLE, AR",US,US,0
S1-122605243,S3-846034748,S3,Sarasam Enterprises Pvt Ltd,Sri Shree Granites Private [Limited],"H. No. Plot No 7/B Mahesh, Coop Soc. Shri Hari, Hatkanangle, Kolhapur, Maharashtra","Door No 12, 6 George Avenue Sowbhagiyalakshmi Street, Rajeswari Nagar, Selaiyur, Chennai City Region, Kancheepuram, தமிழ்நாடு",India,India,0
S1-476763791,S3-322010367,S3,Best Constructions,Lumcira,"Villa No 33, Indus Fortune Field, Kphb 13Th Phase Opp Malaysian Township, Hyderabad, Telangana","Villa No 33, Indus Fortune Field, Kphb 13Th Phase Opp Malaysian Township, Hyderabad, Telangana",India,India,1
S1-235031596,S3-940131481,S3,"Beckman, Levine and Escobar",Optimalbusinessdigital.Com,"4510 Habersham Court, Missouri City, TX","6532 Wellington Drhve, PO Box 612, Evans, New York",US,US,0
S1-902917730,S2-952346586,S2,Davis Frontier Tpg Inc,DAVIS  FDOBETIR TPG INC,"57 Evergreen Drive, Brookhaven, NY","57  EVERGREEN DR, SELDEN, NY",US,US,1
S1-187510974,S3-221934969,S3,Academy Homes Private Limited,Premier Management Public Limited,"53/15, Near Fc Girls College Mohna Mandi, Hissar, Haryana","3Rd Cross Jaibarath Nagar, KA, Door No 32, Bangalore",India,India,0
S1-540725323,S3-38232062,S3,Sarasaksh Hospitality Limited,Atree Private Limited Service,"Chatterjee International Building 15 Th Floor, Room No A7, Kolkata, Kolkata, Howrah, West Bengal","N-0/79-h-b-3 R.k.puram New Colony, Varanasi, Jaunpur, UP",India,India,0
S1-466631982,S2-92583641,S2,New Windsor Dental Medicine,New Dental  Medicine Center,"276 Temple Hill Road, Unit Unit 2206, New Windsor, NY","NY, 276 1/2 TEMPLE HILL RD, NEW WINDSOR",US,US,1
S1-265705339,S3-596413292,S3,Velex Dental Inc,Llc Allied Resources,"265 Archers Brook Drive, Springville, AL","2324 172nd St, Marysville, Washington",US,US,0
S1-934765079,S3-692151827,S3,Unique Industries Private Limited,Unique Industries Limited Center,"Plot No. 116-119, Wanjara Industrial Scheme, Nit Khasra No. 47, 49, 56, 57, Kamptee Road, Nagpur, Maharashtra","Nagpur, MH, H.no 116-119",India,India,1
S1-219462878,S2-194172248,S2,Hyderabad Renewable LLP,XA Scoop Public Limited,"Nasuja, 102, Ground Floor, H.No:1/89/G/36 Plot No 36, Shilpi Valley, Gaffor Nagar, M, Adhapur, Hyderabad, Telangana","PLOT NO- 177- POLE NO 98, VILLAGE REWLA KHANPUR, NEW DELHI, Delhi",India,India,0
S1-429782147,S2-799626479,S2,Grand Realty Collective LLC,LLC Teex,"Saint Louis, MO, 7415 Lynn Avenue, Fl 0","015627 Fall Fern Circle, HOUSTON, TX",US,US,0
S1-414365298,S2-220299957,S2,Golden Constructions Private Limited,हाई प्रोड्यूसर प्रा. लि.,"Hemasarpada 1St Line, Angul, Orissa","NO 423 BONANZA B-WING SAHAR PLAZA COMPLEX NEXT TO HOTEL KOHIN OOR ANDHERI KURLA ROAD, MUMBAI, Maharashtra",India,India,0
S1-701066082,S3-582198124,S3,Gaynor's Jewelers,Vision,"2674 San Rafael Place, Fl 0, Saint Louis, MO","5 Jessica Lane, Bethlehem, NY",US,US,0
S1-424208837,S3-450756638,S3,Frozen Nursing Home,Jhankar Ltd Publishing,"A.W.H.O Colony, Pirupuram, Ambawari, 26, Jaipur, Rajasthan, Jaipur","Chennai, D/221, Baranar Salai, Mogappair East, TN, Chennai",India,India,0
S1-665712472,S2-125322462,S2,Anvil LLC,Select Keystone Vde,"616 Charles Street, Unit 202, La Plata, MD","1001 16ST ST, ELDORA, IA",US,US,0
S1-917586223,S2-260180408,S2,Perfect Estate Limited,পারফেক্ট এস্টেট লিমিটেড,"50K, West Bengal, Garcha Road P. S. Gariahat, Howrah, Kolkata","50K, GARCHA ROAD P. S. GARIAHAT, KOLKATA, HOWRAH, পশ্চিমবঙ্গ",India,India,1
S1-603281884,S2-409699454,S2,Industrial Technical International,Johnson's Certified Cleaning Ltd,"7058 Lawndale Street, Houston, TX","75. ST ROBERTS DRIVE, STAAFFORD CITY, VA",US,US,0
S1-911507345,S3-325314432,S3,News Surfactants Private Limited,News Surfactants Private,"A-48, Iind Floor Wazirpur Industrial Area, Delhi","H.no 888 A-48, Iind Floor Wazirpur Industrial Area, Ashok Vihar, DL",India,India,1
S1-276475284,S2-389121489,S2,Mccloud Cardiology,GULF INVEST,"1109 Dukeland Street, Baltimore, MD","405 KINGS RD, INCORPORATED, IL",US,US,0
S1-997721812,S2-566982952,S2,Pareek Medical Centre,pareekmedicalcentre.com,"A/120 Lake Gardens 1St Floor, Flat No 1A Police Station Lake, Kolkata, Kolkata, Howrah, West Bengal","A/120 LAKE GARDENS 1ST FLOOR, FLAT NO 1A POLICE STATION LAKE, KOLKATA, KOLKATA, পশ্চিমবঙ্গ",India,India,1
S1-842647765,S3-804689656,S3,Liberty Modern Controls Inc.,BEHAVIORAL HEALTH PINNACLE CARE ASSOCIATES CORPORATION,"8697 Candies Creek Ridge Road, Charleston, TN","404 Commerce Street, Mount Pleasant, New York",US,US,0
S1-551015768,S2-600912553,S2,"Rosemarie Tarr, MD","Rosemarie (Tarr,)","810 Blair Court, New Castle, DE","810 BLAIR COURT, DE, NWE CASTLE",US,US,1
S1-560751367,S3-316674456,S3,HRK Height Private Limited,Futures Financial Private,"A-003, Bhs-3, Alpha 1 Arsh Complex, Greaternoida, Gautam Buddha Nagar, Uttar Pradesh","8/2, P.w.d. Road, Ward No. 2, Kolkata, Kolkata, Howrah, পশ্চিমবঙ্গ",India,India,0
S1-729443107,S2-921579822,S2,North Regional Law Group,North Regional Law,"1449 Highway 95, Texhoma, OK","1449 HIGHWAY 95, TEXHOMA, OK",US,US,1
S1-167878879,S2-354605508,S2,Elkton Regional Services,The Gais  Inc,"6235 Telegraph Road, Elkton, MD","KS, ROSALIA RD, ROSALIA",US,US,0
S1-111408316,S2-73079922,S2,"Geri Poncedeleon, DMD of Aberdeen",Odom American Aeon Llc,"4762 Witchhazel Way, Aberdeen, MD","22887 YUPON STREET, PORTER, TX",US,US,0
S1-911509893,S2-955930898,S2,Supreme Power Private Limited,... Qualitas India Private,"501, Pent House, Tranquil Towers, Block-F, Secunderabad, Hyderabad, Telangana","5A, MAKER BHAVAN 2 NEW MARINE LINES, MUMBAI, MUMBAI CITY, Maharashtra",India,India,0
S1-732647413,S2-701382747,S2,Fresh Pilates,Fresh (Pilates),"OH, New Bremen, 605 Franklin Street","605 FRANKLIN STREET, NEW BREMEN, OH",US,US,1
S1-999064244,S3-771875914,S3,Agp Promotion Private Limited,रॉयल मीडिया प्राइवेट लिमिटेड,"A-1/13, Raja Puri Road, New Delhi, West Delhi, Delhi","06, Mandsaur, MP",India,India,0
S1-997370112,S2-785814998,S2,Dermatology Health,Mahar Cáscade Return,"OH, 35406 Eddy Road, Willoughby Hills","1135 ARGONNE BLVD, WINSTON-SALEM, NC",US,US,0
S1-758535889,S3-149878866,S3,Tejika Services Private Limited,Vishnu [Farma],"Shop No 4, Lal Kothi, Community Center Sec-40, Sadar Bazar, Gurgaon, Haryana","Hn 225 No, 362/B, Kamarajar Street, Villupuram, TN",India,India,0
S1-359676167,S3-270793603,S3,Lanita Flowers Premium Inc,Onyxwex DBA: Cultural Project IV,"2 Foxmeadow Drive, Huntington, NY","1514 18th Street, Lorain, OH",US,US,0
S1-694249434,S2-923158129,S2,Prairie Fox,Opalina Li Empire Central Center,"14001 Fondren Road, Missouri City, TX","328 NORTH STREET, BENNINGTON, VT",US,US,0
S1-217043097,S2-569248111,S2,Silver Hair Studio!,SILVER HAIR STUDIO!,"2517 Harvey Street, City Of La Crosse, WI","2517-2521 HARVEY ST, N/A, LA CRSSE, WI",US,US,1
S1-516336479,S3-712269686,S3,Wilder Diamond Metals LLC,Shawna Beebe Pinnacle Dogecoin Ltd,"114 Leona Street, South Union Township, PA","232 A Smith Street, Brooklyn, New York",US,US,0
S1-603136670,S2-885818165,S2,Elegant Infraheights Corporation,Elegant Infraheights-Corporation,"16B, Tashkant Marg, Civil Lines, Allahabad, Uttar Pradesh","16B, TASHKANT MARG, CIVIL LINES, Uttar Pradesh",India,India,1
S1-125847859,S3-451000813,S3,Verreus Electric Inc,Verreus Inc  Service,"402 River Street, Unit 2A, Haverhill, MA","402 River Street, # 2A, Haverhill, Massachusetts",US,US,1
S1-94577142,S2-749666416,S2,Dreamworld Consultants Private Limited,Dr PADAMSHREE INDIA CORPORATION - 7903058912,"Iii-F-87, Nehru Nagar Rakesh Marg, Ghaziabad, Uttar Pradesh","D - 130 UGF NEAR SHANKAR ROAD POST OFFICE NEW RAJINDER NAGAR, NEW DELHI, दिल्ली",India,India,0
S1-254714823,S3-874624964,S3,Supreme Intelligence Partners LLC,"Ganesan, Rubie Metro Inc","700 Tennessee Avenue, Etowah, TN","Bladon Rd, Silas, Alabama",US,US,0
S1-33163445,S2-222266717,S2,Metro Holding,Baier Select Audio Installation LLC,"50 Wilson Avenue, Spencer, MA","2641 ROSS LANE, EUGENE, OR",US,US,0
S1-437373124,S2-471907493,S2,Hartle Innovative Hawk Inc,EPLEY  SPRING GROUP,"1544 Galbraith Road, Unit 409, Cincinnati, OH","8359- HARBOR DR, MENTOR, OH",US,US,0
S1-794423357,S2-593525573,S2,Lotus Estate Private Limited,Smt MANN CHITS GROUP PRIVATE LTD,"B-1003/4, Sai Sanskar, Sion Trombay Rd, Punjabwadi, Deonar, Mumbai, Mumbai City, Maharashtra","Telangana, #154 , PHASE IIIKAMALAPURI COLONY, HYDERABAD",India,India,0
S1-323050016,S3-913414746,S3,Vansh Trade Private Limited,बॉम्बे फूड्स लिमिटेड,"Vatika City Point, 6Th Floor, Mg Road, Sector-25, Gurugram, Gurgaon, Haryana","P No 67/3 Ganesh Vihar, Jaipur, RJ",India,India,0
S1-404185886,S3-759346247,S3,"Shirlee D. Small, MD","Abigale French Dental, Incorporated","2144 Laurelwood Drive, Columbus, OH","14063 Whipple St, Blue Island, Illinois",US,US,0
S1-787479051,S3-470271401,S3,"Black, Ragland & Schuler Partners","Black, Ragland & Schuler  Partners","3801 Water Tower Place, Mount Vernon, IL","Water Tower Place, Mount Vernon, Illinois",US,US,1
S1-548465560,S2-348949826,S2,Allied Foundation Co,"D+ SERVICE, L.L.C. SERVICE","NM, 4712 Baltic Avenue, Farmington","44167 MOUNTAIN VIEW CHURCH RD, ALBEMARLE, NC",US,US,0
S1-863377486,S2-584706853,S2,North Engineering Private Limited,ఫార్చూన్ టెక్ ప్రైవేట్ లిమిటెడ్,"Flat No.1157, Sector A Pocket B&C, Vasant Kunj, New Delhi, South West Delhi, Delhi","PLOT 122/6-&7, <NULL>, HYDERABAD, MEDCHAL MALKAJGIRI, Andhra Pradesh",India,India,0
S1-357824342,S3-907127386,S3,PCG Banc Inc,Pacific Páloma LLC,"Unit 212, Washington, DC, 1919 14th Street","Massachusetts, Boston, ##22 School Street",US,US,0
